,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
13,1,1,14,20000520,,,10:10,1,5,5,0,970,Othella Harrington,VAN,Vancouver,1610612763,Grizzlies,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,4-Jun,-2,Harrington 9' Jump Shot (2 PTS) (Abdur-Rahim 1 AST),2:17 PM
14,1,1,15,20000520,Patterson 9' Jump Shot (2 PTS) (Payton 1 AST),,9:50,1,4,4,0,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,6-Jun,TIE,,2:17 PM
15,1,6,16,20000520,Payton P.FOUL (P1.T1),,9:34,1,4,0,1,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:17 PM
16,1,5,17,20000520,Ewing STEAL (1 STL),,9:34,1,5,4,0,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,,,Abdur-Rahim Bad Pass Turnover (P1.T1),2:18 PM
17,49,1,18,20000520,Ewing  Driving Dunk (4 PTS),,9:29,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,8-Jun,2,,2:18 PM
18,1,1,19,20000520,,,9:13,1,5,5,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,8-Aug,TIE,Reeves 16' Jump Shot (2 PTS) (Bibby 2 AST),2:18 PM
19,5,1,20,20000520,Lewis  Layup (2 PTS) (Patterson 2 AST),,8:50,1,4,4,0,1740,Rashard Lewis,SEA,Seattle,1610612760,SuperSonics,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,0,,,,,,10-Aug,2,,2:19 PM
20,2,6,21,20000520,Ewing S.FOUL (P1.T2),,8:29,1,4,0,1,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:19 PM
21,11,3,22,20000520,,,8:29,1,5,0,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,10-Sep,1,Reeves Free Throw 1 of 2 (3 PTS),2:19 PM
22,12,3,23,20000520,,,8:29,1,5,0,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,10-Oct,TIE,Reeves Free Throw 2 of 2 (4 PTS),2:19 PM
23,1,2,25,20000520,MISS Patterson 5' Jump Shot,,8:17,1,4,0,0,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:20 PM
24,0,4,26,20000520,,,8:15,1,3,0,0,1610612763,,,,,,0,,,,,,0,,,,,,,,Grizzlies Rebound,2:20 PM
25,1,2,27,20000520,,,7:57,1,5,0,0,1722,Michael Dickerson,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Dickerson 16' Jump Shot,2:20 PM
26,0,4,28,20000520,Ewing REBOUND (Off:0 Def:2),,7:56,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:20 PM
27,8,1,29,20000520,Patterson  Slam Dunk (4 PTS) (Davis 1 AST),,7:52,1,4,4,0,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,1023,Emanual Davis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,12-Oct,2,,2:20 PM
28,5,1,30,20000520,,,7:29,1,5,0,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,12-Dec,TIE,Reeves  Layup (6 PTS),2:21 PM
29,2,6,31,20000520,Patterson S.FOUL (P1.T3),,7:29,1,4,0,1,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:21 PM
30,10,3,32,20000520,,,7:29,1,5,0,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,13 - 12,-1,Reeves Free Throw 1 of 1 (7 PTS),2:21 PM
31,1,2,33,20000520,MISS Payton 13' Jump Shot,,7:09,1,4,0,0,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:22 PM
32,0,4,34,20000520,Ewing REBOUND (Off:1 Def:2),,7:08,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:22 PM
33,2,6,35,20000520,,,7:08,1,5,0,1,970,Othella Harrington,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,Harrington S.FOUL (P1.T1),2:22 PM
34,11,3,36,20000520,Ewing Free Throw 1 of 2 (5 PTS),,7:08,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,13 - 13,TIE,,2:22 PM
35,12,3,37,20000520,Ewing Free Throw 2 of 2 (6 PTS),,7:08,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,13 - 14,1,,2:22 PM
36,1,2,38,20000520,,,6:52,1,5,0,0,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Bibby 25' 3PT Jump Shot,2:22 PM
37,0,4,39,20000520,SUPERSONICS Rebound,,6:51,1,2,0,0,1610612760,,,,,,0,,,,,,0,,,,,,,,,2:22 PM
38,1,2,40,20000520,MISS Lewis 21' Jump Shot,,6:41,1,4,0,0,1740,Rashard Lewis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:23 PM
39,0,4,41,20000520,,,6:39,1,5,0,0,1722,Michael Dickerson,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,Dickerson REBOUND (Off:0 Def:1),2:23 PM
40,1,6,42,20000520,Lewis P.FOUL (P1.T4),,6:35,1,4,0,1,1740,Rashard Lewis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:23 PM
41,1,1,43,20000520,,,6:25,1,5,5,0,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,16 - 14,-2,Bibby 26' 3PT Jump Shot (3 PTS) (Abdur-Rahim 2 AST),2:23 PM
42,1,2,44,20000520,MISS Payton 13' Jump Shot,,6:09,1,4,0,0,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:24 PM
43,0,4,45,20000520,,,6:08,1,5,0,0,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,Abdur-Rahim REBOUND (Off:0 Def:1),2:24 PM
44,1,6,48,20000520,Patterson P.FOUL (P2.PN),,5:54,1,4,0,1,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:24 PM
45,1,9,49,20000520,SUPERSONICS Timeout: Regular (Full 1 Short 0),,5:54,1,2,0,0,1610612760,,,,,,0,,,,,,0,,,,,,,,,2:24 PM
46,11,3,51,20000520,,,5:54,1,5,0,0,970,Othella Harrington,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Harrington Free Throw 1 of 2,2:26 PM
47,1,4,52,20000520,,,5:54,1,3,0,0,1610612763,,,,,,0,,,,,,0,,,,,,,,Grizzlies Rebound,2:26 PM
48,12,3,53,20000520,,,5:54,1,5,0,0,970,Othella Harrington,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,17 - 14,-3,Harrington Free Throw 2 of 2 (3 PTS),2:27 PM
49,1,1,54,20000520,Lewis 21' Jump Shot (4 PTS) (Payton 2 AST),,5:39,1,4,4,0,1740,Rashard Lewis,SEA,Seattle,1610612760,SuperSonics,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,17 - 16,-1,,2:27 PM
50,1,1,55,20000520,,,5:20,1,5,5,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,19 - 16,-3,Reeves 6' Jump Shot (9 PTS) (Bibby 3 AST),2:27 PM
51,1,1,56,20000520,Lewis 5' Jump Shot (6 PTS) (Davis 2 AST),,5:00,1,4,4,0,1740,Rashard Lewis,SEA,Seattle,1610612760,SuperSonics,1023,Emanual Davis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,19 - 18,-1,,2:28 PM
52,5,2,57,20000520,,,4:54,1,5,0,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Reeves  Layup,2:28 PM
53,0,4,58,20000520,Lewis REBOUND (Off:0 Def:1),,4:52,1,4,0,0,1740,Rashard Lewis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:28 PM
54,1,5,59,20000520,Davis Bad Pass Turnover (P1.T2),,4:48,1,4,0,0,1023,Emanual Davis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:28 PM
55,1,2,60,20000520,,,4:34,1,5,0,0,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Abdur-Rahim 19' Jump Shot,2:28 PM
56,0,4,61,20000520,Ewing REBOUND (Off:1 Def:3),,4:33,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:28 PM
57,42,1,62,20000520,Payton 3' Driving Layup (4 PTS),,4:29,1,4,0,0,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,19 - 20,1,,2:28 PM
58,1,1,63,20000520,,,4:12,1,5,5,0,1722,Michael Dickerson,VAN,Vancouver,1610612763,Grizzlies,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,21 - 20,-1,Dickerson 14' Jump Shot (4 PTS) (Bibby 4 AST),2:29 PM
59,5,1,64,20000520,Patterson  Layup (6 PTS) (Payton 3 AST),,4:04,1,4,4,0,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,21 - 22,1,,2:29 PM
60,1,1,65,20000520,,,3:50,1,5,0,0,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,23 - 22,-1,Bibby 18' Jump Shot (5 PTS),2:29 PM
61,2,6,66,20000520,,,3:25,1,5,0,1,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,Reeves S.FOUL (P1.T2),2:30 PM
62,0,8,67,20000520,,,3:25,1,5,5,0,970,Othella Harrington,VAN,Vancouver,1610612763,Grizzlies,1800,Damon Jones,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,,,SUB: Jones FOR Harrington,2:30 PM
63,11,3,68,20000520,MISS Ewing Free Throw 1 of 2,,3:25,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:30 PM
64,1,4,69,20000520,SUPERSONICS Rebound,,3:25,1,2,0,0,1610612760,,,,,,0,,,,,,0,,,,,,,,,2:30 PM
65,12,3,70,20000520,Ewing Free Throw 2 of 2 (7 PTS),,3:25,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,23 - 23,TIE,,2:30 PM
66,2,5,72,20000520,Davis STEAL (1 STL),,3:18,1,5,4,0,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,1023,Emanual Davis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,,,Bibby Lost Ball Turnover (P1.T2),2:30 PM
67,42,1,73,20000520,Payton  Driving Layup (6 PTS) (Davis 3 AST),,3:14,1,4,4,0,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,1023,Emanual Davis,SEA,Seattle,1610612760,SuperSonics,0,,,,,,23 - 25,2,,2:30 PM
68,5,2,74,20000520,,,3:02,1,5,0,0,1722,Michael Dickerson,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Dickerson 2' Layup,2:31 PM
69,0,4,75,20000520,SUPERSONICS Rebound,,2:59,1,2,0,0,1610612760,,,,,,0,,,,,,0,,,,,,,,,2:31 PM
