,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
312,0,13,323,20001116,,,0:00,3,0,0,0,0,,,,,,0,,,,,,0,,,,,,54 - 55,1,,1:55 PM
313,0,12,325,20001116,,,12:00,4,0,0,0,0,,,,,,0,,,,,,0,,,,,,54 - 55,1,,1:58 PM
314,1,1,326,20001116,,,11:38,4,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,56 - 55,-1,Snow 17' Jump Shot (8 PTS),1:59 PM
315,4,5,327,20001116,Mason Traveling Turnover (P4.T11),,11:30,4,4,0,1,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:59 PM
316,2,6,328,20001116,Carter S.FOUL (P1.T1),,11:13,4,4,0,1,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,1:59 PM
317,11,3,329,20001116,,,11:13,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,57 - 55,-2,Iverson Free Throw 1 of 2 (25 PTS),2:00 PM
318,12,3,330,20001116,,,11:13,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,58 - 55,-3,Iverson Free Throw 2 of 2 (26 PTS),2:00 PM
319,42,1,331,20001116,Mason  Driving Layup (9 PTS),,10:54,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,58 - 57,-1,,2:00 PM
320,1,2,332,20001116,,,10:27,4,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Snow 16' Jump Shot,2:01 PM
321,0,4,333,20001116,Mourning REBOUND (Off:3 Def:9),,10:25,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:01 PM
322,5,2,334,20001116,MISS Mason  Layup,,10:19,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:01 PM
323,0,4,335,20001116,Mason REBOUND (Off:2 Def:9),,10:18,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:01 PM
324,5,2,336,20001116,MISS Mason  Layup,,10:17,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:01 PM
325,0,4,337,20001116,Mason REBOUND (Off:3 Def:9),,10:15,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:01 PM
326,2,6,338,20001116,,,10:15,4,5,0,1,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill S.FOUL (P4.T1),2:01 PM
327,0,8,339,20001116,,,10:15,4,5,5,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Mutombo FOR Lynch,2:01 PM
328,11,3,340,20001116,MISS Mason Free Throw 1 of 2,,10:15,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:02 PM
329,1,4,341,20001116,HEAT Rebound,,10:15,4,2,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,,2:02 PM
330,0,8,342,20001116,SUB: Jones FOR Majerle,,10:15,4,4,4,0,105,Dan Majerle,MIA,Miami,1610612748,Heat,224,Eddie Jones,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:02 PM
331,12,3,343,20001116,Mason Free Throw 2 of 2 (10 PTS),,10:15,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,58 - 58,TIE,,2:02 PM
332,1,1,344,20001116,,,10:04,4,5,5,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,61 - 58,-3,Iverson 24' 3PT Jump Shot (29 PTS) (Snow 5 AST),2:02 PM
333,44,1,345,20001116,Mourning  Reverse Layup (13 PTS) (Hardaway 3 AST),,9:50,4,4,4,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,61 - 60,-1,,2:03 PM
334,2,6,346,20001116,,,9:50,4,5,0,1,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Mutombo S.FOUL (P3.T2),2:03 PM
335,0,8,347,20001116,SUB: Grant FOR Mason,,9:50,4,4,4,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:03 PM
336,0,8,349,20001116,,,9:50,4,5,5,0,1934,Rodney Buford,PHI,Philadelphia,1610612755,76ers,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: McKie FOR Buford,2:03 PM
337,10,3,350,20001116,Mourning Free Throw 1 of 1 (14 PTS),,9:50,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,61 - 61,TIE,,2:03 PM
338,1,2,351,20001116,,,9:36,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Iverson 15' Jump Shot,2:03 PM
339,0,4,352,20001116,,,9:33,4,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill REBOUND (Off:2 Def:6),2:03 PM
340,3,1,353,20001116,,,9:32,4,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,63 - 61,-2,Hill 2' Hook Shot (9 PTS),2:03 PM
341,42,2,354,20001116,MISS Carter  Driving Layup,,9:15,4,4,0,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:04 PM
342,0,4,355,20001116,,,9:13,4,5,0,0,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Mutombo REBOUND (Off:2 Def:9),2:04 PM
343,3,6,356,20001116,Hardaway L.B.FOUL (P2.T2),,9:08,4,4,0,1,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:04 PM
344,11,6,357,20001116,Hardaway T.FOUL (P2.T2),,9:08,4,4,0,1,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:04 PM
345,16,3,358,20001116,,,9:08,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,64 - 61,-3,Iverson Free Throw Technical (30 PTS),2:04 PM
346,0,8,359,20001116,,,9:08,4,5,5,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,1563,Kevin Ollie,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Ollie FOR Snow,2:05 PM
347,1,5,360,20001116,Carter STEAL (3 STL),,9:01,4,5,4,0,1563,Kevin Ollie,PHI,Philadelphia,1610612755,76ers,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,,,Ollie Bad Pass Turnover (P1.T13),2:05 PM
348,41,1,361,20001116,Carter  Running Layup (4 PTS),,8:56,4,4,0,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,64 - 63,-1,,2:05 PM
349,1,6,362,20001116,Carter P.FOUL (P2.T3),,8:45,4,4,0,1,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:05 PM
350,4,9,363,20001116,,,8:45,4,1,0,0,0,,,,,,0,,,,,,0,,,,,,,,,2:05 PM
351,1,2,365,20001116,,,8:34,4,5,0,0,1563,Kevin Ollie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Ollie 22' Jump Shot,2:08 PM
352,0,4,366,20001116,Jones REBOUND (Off:0 Def:1),,8:32,4,4,0,0,224,Eddie Jones,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:08 PM
353,1,2,367,20001116,MISS Jones 24' 3PT Jump Shot,,8:14,4,4,0,0,224,Eddie Jones,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:09 PM
354,0,4,368,20001116,,,8:12,4,3,0,0,1610612755,,,,,,0,,,,,,0,,,,,,,,76ers Rebound,2:09 PM
355,1,1,369,20001116,,,7:58,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,67 - 63,-4,Iverson 25' 3PT Jump Shot (33 PTS),2:09 PM
356,2,6,370,20001116,Carter S.FOUL (P3.T4),,7:58,4,4,0,1,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:09 PM
357,10,3,371,20001116,,,7:58,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,68 - 63,-5,Iverson Free Throw 1 of 1 (34 PTS),2:10 PM
358,49,1,372,20001116,Mourning  Driving Dunk (16 PTS),,7:40,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,68 - 65,-3,,2:10 PM
359,1,1,373,20001116,,,7:13,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,71 - 65,-6,Iverson 25' 3PT Jump Shot (37 PTS),2:10 PM
360,2,6,374,20001116,,,6:57,4,5,0,1,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Iverson S.FOUL (P2.T3),2:11 PM
361,0,8,375,20001116,SUB: Bowen FOR Jones,,6:57,4,4,4,0,224,Eddie Jones,MIA,Miami,1610612748,Heat,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:11 PM
362,11,3,376,20001116,Hardaway Free Throw 1 of 2 (8 PTS),,6:57,4,4,0,0,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,71 - 66,-5,,2:11 PM
363,0,8,377,20001116,SUB: Mason FOR Mourning,,6:57,4,4,4,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:11 PM
364,0,8,378,20001116,,,6:57,4,5,5,0,1563,Kevin Ollie,PHI,Philadelphia,1610612755,76ers,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Snow FOR Ollie,2:11 PM
365,12,3,379,20001116,Hardaway Free Throw 2 of 2 (9 PTS),,6:57,4,4,0,0,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,71 - 67,-4,,2:12 PM
366,1,2,381,20001116,,,6:40,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Iverson 22' Jump Shot,2:12 PM
367,0,4,382,20001116,Grant REBOUND (Off:1 Def:4),,6:38,4,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:12 PM
368,1,1,383,20001116,Mason 16' Jump Shot (12 PTS) (Hardaway 4 AST),,6:21,4,4,4,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,71 - 69,-2,,2:12 PM
369,42,2,384,20001116,,,5:56,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Iverson  Driving Layup,2:13 PM
370,0,4,385,20001116,,,5:53,4,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill REBOUND (Off:3 Def:6),2:13 PM
371,1,9,386,20001116,HEAT Timeout: Regular (Full 4 Short 1),,5:53,4,2,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,,2:13 PM
372,0,10,388,20001116,Jump Ball Carter vs. Hill: Tip to Snow,,5:53,4,4,5,5,1853,Anthony Carter,MIA,Miami,1610612748,Heat,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,,,,2:16 PM
373,1,2,389,20001116,,,5:39,4,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Snow 19' Jump Shot,2:16 PM
374,0,4,390,20001116,,,5:37,4,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill REBOUND (Off:4 Def:6),2:16 PM
375,1,1,391,20001116,,,5:26,4,5,5,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,73 - 69,-4,McKie 18' Jump Shot (3 PTS) (Snow 6 AST),2:17 PM
376,1,1,392,20001116,Grant 20' Jump Shot (12 PTS) (Hardaway 5 AST),,5:12,4,4,4,0,258,Brian Grant,MIA,Miami,1610612748,Heat,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,73 - 71,-2,,2:17 PM
377,1,1,393,20001116,,,4:53,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,75 - 71,-4,Iverson 12' Jump Shot (39 PTS),2:17 PM
378,2,6,394,20001116,,,4:30,4,5,0,1,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Mutombo S.FOUL (P4.T4),2:18 PM
379,11,3,395,20001116,Grant Free Throw 1 of 2 (13 PTS),,4:30,4,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,75 - 72,-3,,2:18 PM
380,0,8,396,20001116,SUB: Mourning FOR Hardaway,,4:30,4,4,4,0,896,Tim Hardaway,MIA,Miami,1610612748,Heat,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:18 PM
381,12,3,397,20001116,Grant Free Throw 2 of 2 (14 PTS),,4:30,4,4,0,0,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,75 - 73,-2,,2:18 PM
382,1,2,398,20001116,,,4:15,4,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS McKie 12' Jump Shot,2:19 PM
383,0,4,399,20001116,Mourning REBOUND (Off:3 Def:10),,4:12,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:19 PM
384,1,2,400,20001116,MISS Mourning 20' Jump Shot,,3:55,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:19 PM
385,0,4,401,20001116,,,3:53,4,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,McKie REBOUND (Off:0 Def:4),2:19 PM
386,5,2,402,20001116,,,3:49,4,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Snow  Layup,2:19 PM
387,0,4,403,20001116,Mason REBOUND (Off:3 Def:10),,3:47,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:19 PM
388,3,1,404,20001116,Mason 5' Hook Shot (14 PTS) (Carter 3 AST),,3:31,4,4,4,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,75 - 75,TIE,,2:20 PM
389,1,9,405,20001116,,,3:28,4,3,0,0,1610612755,,,,,,0,,,,,,0,,,,,,,,76ers Timeout: Regular (Reg.4 Short 1),2:20 PM
390,3,2,407,20001116,,,3:06,4,5,0,0,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Mutombo 12' Hook Shot,2:23 PM
391,0,4,408,20001116,Mourning REBOUND (Off:3 Def:11),,3:04,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:23 PM
392,3,2,409,20001116,MISS Mourning 10' Hook Shot,,2:45,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:23 PM
393,0,4,410,20001116,,,2:43,4,5,0,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Hill REBOUND (Off:4 Def:7),2:23 PM
394,42,1,411,20001116,,,2:40,4,5,5,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,77 - 75,-2,McKie  Driving Layup (5 PTS) (Snow 7 AST),2:23 PM
395,2,6,412,20001116,Grant S.FOUL (P4.PN),,2:40,4,4,0,1,258,Brian Grant,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:23 PM
396,0,8,414,20001116,SUB: Hardaway FOR Grant,,2:40,4,4,4,0,258,Brian Grant,MIA,Miami,1610612748,Heat,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:24 PM
397,0,8,415,20001116,SUB: Majerle FOR Carter,,2:40,4,4,4,0,1853,Anthony Carter,MIA,Miami,1610612748,Heat,105,Dan Majerle,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:24 PM
398,0,8,416,20001116,,,2:40,4,5,5,0,238,Tyrone Hill,PHI,Philadelphia,1610612755,76ers,248,George Lynch,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Lynch FOR Hill,2:24 PM
399,10,3,417,20001116,,,2:40,4,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS McKie Free Throw 1 of 1,2:24 PM
400,0,4,418,20001116,Mason REBOUND (Off:3 Def:11),,2:38,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:24 PM
401,1,1,419,20001116,Mourning 17' Jump Shot (18 PTS),,2:17,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,77 - 77,TIE,,2:25 PM
402,1,1,420,20001116,,,1:53,4,5,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,79 - 77,-2,Iverson 14' Jump Shot (41 PTS),2:25 PM
403,40,2,421,20001116,MISS Bowen  Layup,,1:43,4,4,0,5,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,0,,,,,,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,,,Mutombo BLOCK (1 BLK),2:25 PM
404,0,4,422,20001116,Mourning REBOUND (Off:4 Def:11),,1:43,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:26 PM
405,5,1,423,20001116,Mourning  Layup (20 PTS),,1:42,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,79 - 79,TIE,,2:26 PM
406,1,2,424,20001116,Mourning BLOCK (2 BLK),,1:25,4,5,0,4,947,Allen Iverson,PHI,Philadelphia,1610612755,76ers,0,,,,,,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,,,MISS Iverson 6' Jump Shot,2:26 PM
407,0,4,425,20001116,Mourning REBOUND (Off:4 Def:12),,1:23,4,4,0,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:26 PM
408,1,1,426,20001116,Mason 16' Jump Shot (16 PTS) (Bowen 3 AST),,1:16,4,4,4,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,0,,,,,,79 - 81,2,,2:26 PM
409,2,5,427,20001116,,,0:58,4,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,McKie Lost Ball Turnover (P5.T14),2:26 PM
410,1,2,428,20001116,MISS Hardaway 25' 3PT Jump Shot,,0:41,4,4,0,0,896,Tim Hardaway,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:27 PM
411,0,4,429,20001116,Mason REBOUND (Off:4 Def:11),,0:39,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:27 PM
412,3,2,430,20001116,MISS Mason 5' Hook Shot,,0:28,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:27 PM
413,0,4,431,20001116,,,0:26,4,5,0,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Lynch REBOUND (Off:1 Def:6),2:27 PM
414,1,2,432,20001116,,,0:19,4,5,0,0,727,Eric Snow,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Snow 24' 3PT Jump Shot,2:27 PM
415,0,4,433,20001116,,,0:18,4,5,0,0,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,Mutombo REBOUND (Off:3 Def:9),2:27 PM
416,3,1,434,20001116,,,0:17,4,5,0,0,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,81 - 81,TIE,Mutombo 5' Hook Shot (5 PTS),2:27 PM
417,2,6,435,20001116,Mason S.FOUL (P3.PN),,0:17,4,4,0,1,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:27 PM
418,10,3,436,20001116,,,0:17,4,5,0,0,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS Mutombo Free Throw 1 of 1,2:28 PM
419,0,4,437,20001116,Mason REBOUND (Off:4 Def:12),,0:16,4,4,0,0,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:28 PM
420,1,9,438,20001116,HEAT Timeout: Regular (Full 5 Short 1),,0:16,4,2,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,,2:28 PM
421,1,1,440,20001116,Hardaway 22' Jump Shot (11 PTS) (Mason 3 AST),,0:05,4,4,4,0,896,Tim Hardaway,MIA,Miami,1610612748,Heat,193,Anthony Mason,MIA,Miami,1610612748,Heat,0,,,,,,81 - 83,2,,2:30 PM
422,1,9,441,20001116,,,0:05,4,3,0,0,1610612755,,,,,,0,,,,,,0,,,,,,,,76ers Timeout: Regular (Reg.5 Short 1),2:31 PM
423,0,8,442,20001116,,,0:05,4,5,5,0,248,George Lynch,PHI,Philadelphia,1610612755,76ers,1934,Rodney Buford,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Buford FOR Lynch,2:33 PM
424,0,8,443,20001116,,,0:05,4,5,5,0,87,Dikembe Mutombo,PHI,Philadelphia,1610612755,76ers,1908,Jumaine Jones,PHI,Philadelphia,1610612755,76ers,0,,,,,,,,SUB: Jones FOR Mutombo,2:33 PM
425,0,8,444,20001116,SUB: Carter FOR Mourning,,0:05,4,4,4,0,297,Alonzo Mourning,MIA,Miami,1610612748,Heat,1853,Anthony Carter,MIA,Miami,1610612748,Heat,0,,,,,,,,,2:33 PM
426,1,2,445,20001116,,,0:00,4,5,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755,76ers,0,,,,,,0,,,,,,,,MISS McKie 25' 3PT Jump Shot,2:33 PM
427,0,4,446,20001116,Bowen REBOUND (Off:0 Def:2),,0:00,4,4,0,0,1477,Bruce Bowen,MIA,Miami,1610612748,Heat,0,,,,,,0,,,,,,,,,2:34 PM
428,0,13,447,20001116,,,0:00,4,0,0,0,0,,,,,,0,,,,,,0,,,,,,81 - 83,2,,2:34 PM
0,0,12,0,20000520,,,12:00,1,0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,1:38 PM
1,0,10,1,20000520,Jump Ball Ewing vs. Reeves: Tip to Payton,,12:00,1,4,5,4,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,,,,2:15 PM
2,1,1,2,20000520,Ewing 8' Jump Shot (2 PTS) (Patterson 1 AST),,11:41,1,4,4,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0 - 2,2,,2:15 PM
3,1,2,3,20000520,Patterson BLOCK (1 BLK),,11:28,1,5,0,4,970,Othella Harrington,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,,,MISS Harrington 4' Jump Shot,2:15 PM
4,0,4,4,20000520,,,11:25,1,5,0,0,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,Bibby REBOUND (Off:1 Def:0),2:15 PM
5,1,1,5,20000520,,,11:22,1,5,5,0,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,1710,Mike Bibby,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,2-Feb,TIE,Abdur-Rahim 7' Jump Shot (2 PTS) (Bibby 1 AST),2:15 PM
6,4,5,6,20000520,Patterson Traveling Turnover (P1.T1),,11:15,1,4,0,1,1739,Ruben Patterson,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:15 PM
7,1,2,8,20000520,,,11:00,1,5,0,0,949,Shareef Abdur-Rahim,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,MISS Abdur-Rahim 24' 3PT Jump Shot,2:16 PM
8,0,4,9,20000520,Ewing REBOUND (Off:0 Def:1),,10:58,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:16 PM
9,1,1,10,20000520,Payton 17' Jump Shot (2 PTS),,10:52,1,4,0,0,56,Gary Payton,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,4-Feb,2,,2:16 PM
10,1,1,11,20000520,,,10:34,1,5,0,0,1722,Michael Dickerson,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,4-Apr,TIE,Dickerson 18' Jump Shot (2 PTS),2:16 PM
11,1,2,12,20000520,MISS Ewing 3' Jump Shot,,10:19,1,4,0,0,121,Patrick Ewing,SEA,Seattle,1610612760,SuperSonics,0,,,,,,0,,,,,,,,,2:16 PM
12,0,4,13,20000520,,,10:17,1,5,0,0,735,Bryant Reeves,VAN,Vancouver,1610612763,Grizzlies,0,,,,,,0,,,,,,,,Reeves REBOUND (Off:0 Def:1),2:17 PM
